지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
175,2019-02-25 01:00,3.9,,7,340,85,6.9,1.6,963.7,1021.8,,,,,,,,,,,,2.6,,,,
175,2019-02-25 02:00,4.2,,7,340,84,6.9,1.7,963.6,1021.6,,,,,,,,,,,,2.7,,,,
175,2019-02-25 03:00,2.8,,6,340,86,6.4,.6,963.7,1021.9,,,,,,,,,,,,1.7,,,,
175,2019-02-25 04:00,2.1,,9,360,74,5.3,-2,962.8,1021.1,,,,,,,,,,,,.8,,,,
175,2019-02-25 05:00,1.4,,8,360,78,5.3,-2,962.4,1020.9,,,,,,,,,,,,.7,,,,
175,2019-02-25 06:00,1.4,,7.4,360,51,3.5,-7.6,962.7,1021.2,,,,,,,,,,,,.3,,,,
175,2019-02-25 07:00,1.6,,8.4,360,48,3.3,-8.2,963.6,1022.1,,,,,,,,,,,,-.1,,,,
175,2019-02-25 08:00,.2,,8.3,360,95,5.9,-.5,963.9,1022.8,.6,,,,,,,,,,,.3,,,,
175,2019-02-25 09:00,2,,5,360,73,5.2,-2.3,964.2,1022.6,1,,,,,,,,,,,.5,,,,
175,2019-02-25 10:00,4.1,,4,360,60,4.9,-2.9,964.2,1022.3,1,,,,,,,,,,,6.5,,,,
175,2019-02-25 11:00,6.4,,2.9,360,58,5.6,-1.2,964.5,1021.9,1,,,,,,,,,,,12.5,,,,
175,2019-02-25 12:00,8.3,,3.3,340,53,5.8,-.7,964.3,1021.2,1,,,,,,,,,,,16.8,,,,
175,2019-02-25 13:00,7.8,,5.2,360,52,5.5,-1.4,963.8,1020.8,1,,,,,,,,,,,19.1,,,,
175,2019-02-25 14:00,9.2,,4,360,46,5.4,-1.8,963,1019.8,1,,,,,,,,,,,20.7,,,,
175,2019-02-25 15:00,7.1,,7.3,360,48,4.9,-3.1,962.1,1019.2,1,,,,,,,,,,,18.5,,,,
175,2019-02-25 16:00,6.2,,6.4,340,59,5.6,-1.2,962.4,1019.8,1,,,,,,,,,,,16.3,,,,
175,2019-02-25 17:00,4.8,,6.4,340,58,5,-2.7,962.9,1020.7,1,,,,,,,,,,,11.9,,,,
175,2019-02-25 18:00,2.1,,8.2,340,68,4.8,-3.2,963.2,1021.6,.8,,,,,,,,,,,7.3,,,,
175,2019-02-25 19:00,1,,9,340,75,4.9,-2.9,963.3,1021.9,0,,,,,,,,,,,4.3,,,,
175,2019-02-25 20:00,.6,,8.7,340,71,4.5,-4,964,1022.8,,,,,,,,,,,,2.8,,,,
175,2019-02-25 21:00,.4,,9.3,360,66,4.2,-5.2,964.3,1023.2,,,,,,,,,,,,1.8,,,,
175,2019-02-25 22:00,.2,,9.6,360,67,4.2,-5.2,964.6,1023.5,,,,,,,,,,,,1,,,,
175,2019-02-25 23:00,.1,,9.9,360,68,4.2,-5.1,964.5,1023.5,,,,,,,,,,,,.6,,,,
175,2019-02-26 00:00,.1,,9.8,360,66,4.1,-5.5,964.2,1023.1,,,,,,,,,,,,.6,,,,
175,2019-02-26 01:00,0,,10.8,360,68,4.2,-5.2,964.5,1023.5,,,,,,,,,,,,.3,,,,
175,2019-02-26 02:00,-.3,,10.5,360,79,4.7,-3.5,964.8,1023.9,,,,,,,,,,,,.3,,,,
175,2019-02-26 03:00,-.6,,10.3,360,80,4.7,-3.6,964.5,1023.6,,,,,,,,,,,,.1,,,,
175,2019-02-26 04:00,-.8,,8.1,360,78,4.5,-4.1,964.6,1023.8,,,,,,,,,,,,0,,,,
175,2019-02-26 05:00,-.9,,7.4,360,74,4.2,-4.9,964.7,1023.9,,,,,,,,,,,,-.2,,,,
175,2019-02-26 06:00,-1.3,,6.9,360,81,4.5,-4.1,965,1024.3,,,,,,,,,,,,-.5,,,,
175,2019-02-26 07:00,-1.4,,6.2,360,81,4.5,-4.2,965.2,1024.5,,,,,,,,,,,,-.9,,,,
175,2019-02-26 08:00,-1,,6.2,360,72,4.1,-5.4,965.4,1024.7,.4,,,,,,,,,,,-.8,,,,
175,2019-02-26 09:00,.6,,6.4,360,51,3.3,-8.3,966.4,1025.3,1,,,,,,,,,,,.1,,,,
175,2019-02-26 10:00,2.4,,4.5,360,54,3.9,-5.9,967.3,1025.8,1,,,,,,,,,,,4.5,,,,
175,2019-02-26 11:00,4.4,,3.6,360,49,4.1,-5.4,967.5,1025.7,1,,,,,,,,,,,10.9,,,,
175,2019-02-26 12:00,6.7,,1.9,360,46,4.5,-4.1,967,1024.5,1,,,,,,,,,,,16,,,,
175,2019-02-26 13:00,6.3,,3.1,20,43,4.1,-5.3,965.7,1023.2,1,,,,,,,,,,,18.2,,,,
175,2019-02-26 14:00,7.9,,2.9,20,39,4.2,-5.2,965,1022.1,1,,,,,,,,,,,19.6,,,,
175,2019-02-26 15:00,7.4,,3.2,50,38,3.9,-6,964.4,1021.6,1,,,,,,,,,,,18,,,,
175,2019-02-26 16:00,7.9,,2.6,20,34,3.6,-7,964.1,1021.1,1,,,,,,,,,,,16.5,,,,
175,2019-02-26 17:00,6.4,,2.4,50,38,3.6,-6.9,963.6,1021,1,,,,,,,,,,,13.2,,,,
175,2019-02-26 18:00,4.4,,4,360,46,3.8,-6.2,964.1,1022.1,.6,,,,,,,,,,,8.2,,,,
175,2019-02-26 19:00,4.5,,2,360,39,3.3,-8.2,964.1,1022,0,,,,,,,,,,,5.5,,,,
175,2019-02-26 20:00,4.4,,2.1,20,40,3.3,-8,964.6,1022.6,,,,,,,,,,,,4.4,,,,
175,2019-02-26 21:00,4,,3.7,20,42,3.4,-7.7,964.4,1022.5,,,,,,,,,,,,3.5,,,,
175,2019-02-26 22:00,2.5,,4.7,20,50,3.7,-6.8,965.2,1023.6,,,,,,,,,,,,2.8,,,,
175,2019-02-26 23:00,5.4,,3.2,20,36,3.2,-8.5,965.4,1023.2,,,,,,,,,,,,3.6,,,,
175,2019-02-27 00:00,5.2,,3.9,20,37,3.3,-8.3,965.6,1023.4,,,,,,,,,,,,3.7,,,,
175,2019-02-27 01:00,6.1,,3.5,360,32,3,-9.3,966.1,1023.7,,,,,,,,,,,,3.7,,,,
175,2019-02-27 02:00,7.2,,1.5,320,37,3.8,-6.5,966,1023.3,,,,,,,,,,,,4,,,,
175,2019-02-27 03:00,5.8,.1,2,360,63,5.8,-.7,966.3,1024,,,,,,,,,,,,4.1,,,,
175,2019-02-27 04:00,2.8,,2.2,110,98,7.3,2.5,965.5,1023.8,,,,,,,,,,,,3.5,,,,
175,2019-02-27 05:00,1.7,,3.2,110,96,6.6,1.1,964.4,1022.9,,,,,,,,,,,,3.1,,,,
175,2019-02-27 06:00,1.9,1.4,3.2,90,92,6.4,.7,965,1023.5,,,,,,,,,,,,2.8,,,,
175,2019-02-27 07:00,1.8,,5.5,50,92,6.4,.6,965.2,1023.8,,,,,,,,,,,,2.4,,,,
175,2019-02-27 08:00,2.6,,5.3,50,86,6.3,.4,965.2,1023.5,0,,,,,,,,,,,2.8,,,,
175,2019-02-27 09:00,3.8,,3,90,84,6.7,1.3,965.2,1023.2,0,,,,,,,,,,,4.6,,,,
175,2019-02-27 10:00,6,,4.1,140,84,7.8,3.4,964.9,1022.5,.1,,,,,,,,,,,8.4,,,,
175,2019-02-27 11:00,6.9,,3.4,140,78,7.7,3.3,964.7,1022,0,,,,,,,,,,,10.1,,,,
175,2019-02-27 12:00,7.2,,6.3,160,78,7.9,3.6,963.9,1021.1,0,,,,,,,,,,,10.1,,,,
175,2019-02-27 13:00,8,,6.1,160,79,8.4,4.5,962.9,1019.8,0,,,,,,,,,,,11,,,,
175,2019-02-27 14:00,7.6,,5.3,160,79,8.2,4.1,962.6,1019.6,0,,,,,,,,,,,9.8,,,,
175,2019-02-27 15:00,6.9,,4,140,83,8.2,4.2,962.3,1019.5,0,,,,,,,,,,,8.5,,,,
175,2019-02-27 16:00,6.5,,3.8,140,87,8.4,4.4,962.1,1019.4,0,,,,,,,,,,,7.7,,,,
175,2019-02-27 17:00,5.9,,2.2,140,95,8.8,5.1,961.4,1018.8,0,,,,,,,,,,,7.3,,,,
175,2019-02-27 18:00,5.6,,2.3,140,91,8.2,4.2,961.7,1019.2,0,,,,,,,,,,,6.3,,,,
175,2019-02-27 19:00,5.3,,2.2,140,89,7.9,3.6,962,1019.6,0,,,,,,,,,,,5.6,,,,
175,2019-02-27 20:00,4.5,,2.6,50,84,7.1,2,961.5,1019.3,,,,,,,,,,,,4.9,,,,
175,2019-02-27 21:00,4.7,,2.3,20,84,7.2,2.2,961.6,1019.3,,,,,,,,,,,,4.6,,,,
175,2019-02-27 22:00,4.2,,3.4,20,91,7.5,2.8,961.8,1019.7,,,,,,,,,,,,4.5,,,,
175,2019-02-27 23:00,3.9,,3.1,360,94,7.6,3,961.9,1019.9,,,,,,,,,,,,4.3,,,,
175,2019-02-28 00:00,3.8,.9,3.1,360,97,7.7,3.3,961.6,1019.4,,,,,,,,,,,,4.2,,,,
175,2019-02-28 01:00,3.8,,4.2,360,91,7.3,2.4,961.3,1019.1,,,,,,,,,,,,4,,,,
175,2019-02-28 02:00,3.5,,4.1,360,91,7.1,2.1,961.2,1019.1,,,,,,,,,,,,3.4,,,,
175,2019-02-28 03:00,3.7,,4.2,360,83,6.6,1,960.8,1018.6,,,,,,,,,,,,3.5,,,,
175,2019-02-28 04:00,3.3,,3.9,360,83,6.4,.6,960.4,1018.3,,,,,,,,,,,,3.3,,,,
175,2019-02-28 05:00,2.9,,3.3,360,78,5.9,-.5,960.1,1018.1,,,,,,,,,,,,2.9,,,,
175,2019-02-28 06:00,2.8,,4.3,20,76,5.7,-1,960.1,1018.1,,,,,,,,,,,,2.5,,,,
175,2019-02-28 07:00,2.8,,4.3,20,63,4.7,-3.5,960.8,1018.8,,,,,,,,,,,,2.2,,,,
175,2019-02-28 08:00,2.5,,4.9,360,57,4.2,-5.1,961.7,1019.9,0,,,,,,,,,,,2.2,,,,
175,2019-02-28 09:00,3.3,,5,20,49,3.8,-6.4,961.8,1019.8,.3,,,,,,,,,,,3.7,,,,
175,2019-02-28 10:00,6.1,,3.1,110,48,4.5,-4.1,961.7,1019.1,1,,,,,,,,,,,8.6,,,,
175,2019-02-28 11:00,7.2,,2.8,70,45,4.6,-3.9,961.4,1018.4,1,,,,,,,,,,,11.7,,,,
175,2019-02-28 12:00,8.3,,2.6,90,43,4.7,-3.5,960.7,1017.4,1,,,,,,,,,,,15.9,,,,
175,2019-02-28 13:00,9.6,,1.6,20,45,5.4,-1.7,961.1,1017.7,1,,,,,,,,,,,20.3,,,,
175,2019-02-28 14:00,8.1,,4.4,320,47,5.1,-2.5,961,1017.8,.9,,,,,,,,,,,17,,,,
175,2019-02-28 15:00,8.5,,4.8,340,47,5.2,-2.1,960.6,1017.3,.9,,,,,,,,,,,17.2,,,,
175,2019-02-28 16:00,7.1,,6.2,340,60,6.1,-.1,961.2,1018.3,.9,,,,,,,,,,,15.2,,,,
175,2019-02-28 17:00,4.3,,7.8,340,74,6.1,0,961.1,1018.9,.5,,,,,,,,,,,9.6,,,,
175,2019-02-28 18:00,3.3,,8.6,360,76,5.9,-.5,960.9,1018.8,0,,,,,,,,,,,6.6,,,,
175,2019-02-28 19:00,2.5,,9.7,360,82,6,-.2,961.7,1019.9,0,,,,,,,,,,,4.3,,,,
175,2019-02-28 20:00,2.1,,8.6,360,91,6.4,.7,962.3,1020.6,,,,,,,,,,,,3.2,,,,
175,2019-02-28 21:00,2.2,,5.8,360,73,5.2,-2.1,962.6,1020.9,,,,,,,,,,,,2.3,,,,
175,2019-02-28 22:00,2,,7.5,360,76,5.4,-1.7,962.6,1020.9,,,,,,,,,,,,1.5,,,,
175,2019-02-28 23:00,2.1,,8.2,360,69,4.9,-3,962.9,1021.2,,,,,,,,,,,,1.1,,,,
175,2019-03-01 00:00,1.6,,9.3,360,82,5.6,-1.1,962.6,1021,,,,,,,,,,,,.9,,,,
175,2019-03-01 01:00,1.7,,9,360,81,5.6,-1.2,963.2,1021.7,,,,,,,,,,,,.8,,,,
175,2019-03-01 02:00,1,,7.6,360,89,5.8,-.6,963.6,1022.3,,,,,,,,,,,,.5,,,,
175,2019-03-01 03:00,.8,,7.9,360,89,5.8,-.8,963.6,1022.3,,,,,,,,,,,,.3,,,,
175,2019-03-01 04:00,.8,,9.8,360,91,5.9,-.5,963.3,1022,,,,,,,,,,,,.5,,,,
175,2019-03-01 05:00,.4,,9.9,360,94,5.9,-.4,963.6,1022.4,,,,,,,,,,,,.5,,,,
175,2019-03-01 06:00,.7,,9.8,360,97,6.2,.2,963.7,1022.5,,,,,,,,,,,,.5,,,,
175,2019-03-01 07:00,.4,,5.1,360,97,6.1,0,963.7,1022.5,,,,,,,,,,,,.4,,,,
175,2019-03-01 08:00,.7,,5.4,20,90,5.8,-.7,964.1,1022.9,.1,,,,,,,,,,,.6,,,,
175,2019-03-01 09:00,3.1,,4.1,50,62,4.8,-3.4,965,1023.2,.8,,,,,,,,,,,2.1,,,,
175,2019-03-01 10:00,6.6,,2.8,110,55,5.4,-1.8,965.3,1022.7,1,,,,,,,,,,,7.9,,,,
175,2019-03-01 11:00,6.9,,3,90,43,4.3,-4.8,965.2,1022.6,1,,,,,,,,,,,12.5,,,,
175,2019-03-01 12:00,9.6,,1.7,110,37,4.4,-4.4,964.8,1021.6,1,,,,,,,,,,,18.2,,,,
175,2019-03-01 13:00,9.6,,2.2,360,36,4.3,-4.7,964.6,1021.4,1,,,,,,,,,,,21,,,,
175,2019-03-01 14:00,10.6,,3.1,340,33,4.2,-5,963.9,1020.4,1,,,,,,,,,,,22.3,,,,
175,2019-03-01 15:00,9.6,,4.1,340,34,4.1,-5.5,963.9,1020.7,1,,,,,,,,,,,20.9,,,,
175,2019-03-01 16:00,8.1,,4.2,340,41,4.4,-4.3,964,1021,1,,,,,,,,,,,17.1,,,,
175,2019-03-01 17:00,6,,5.9,340,49,4.6,-3.9,963.8,1021.3,.6,,,,,,,,,,,12.1,,,,
175,2019-03-01 18:00,4,,6.1,340,54,4.4,-4.4,963.8,1021.9,0,,,,,,,,,,,7.8,,,,
175,2019-03-01 19:00,3,,6.4,340,63,4.8,-3.3,963.7,1021.9,0,,,,,,,,,,,5.2,,,,
175,2019-03-01 20:00,2.3,,8.4,360,74,5.4,-1.8,963.5,1021.8,,,,,,,,,,,,3.8,,,,
175,2019-03-01 21:00,2.1,,6.5,360,78,5.6,-1.3,963.7,1022.1,,,,,,,,,,,,3.5,,,,
175,2019-03-01 22:00,2,,5.4,20,67,4.8,-3.4,963.7,1022.1,,,,,,,,,,,,2.9,,,,
175,2019-03-01 23:00,2,,5.1,50,64,4.5,-4.1,963.7,1022.1,,,,,,,,,,,,1.8,,,,
175,2019-03-02 00:00,2.6,,4.1,90,51,3.8,-6.5,963.1,1021.3,,,,,,,,,,,,1.5,,,,
175,2019-03-02 01:00,2.9,,3.3,110,49,3.7,-6.7,963,1021.1,,,,,,,,,,,,1.7,,,,
175,2019-03-02 02:00,3.4,,3,110,47,3.7,-6.8,962.9,1020.9,,,,,,,,,,,,2,,,,
175,2019-03-02 03:00,3.2,,4.1,20,49,3.8,-6.5,962.4,1020.4,,,,,,,,,,,,1.8,,,,
175,2019-03-02 04:00,4.6,,5,140,41,3.5,-7.5,962.1,1019.9,,,,,,,,,,,,2,,,,
175,2019-03-02 05:00,5,,4.6,160,42,3.7,-6.8,962.1,1019.8,,,,,,,,,,,,2.3,,,,
175,2019-03-02 06:00,4.9,,5.5,160,44,3.8,-6.3,962.1,1019.8,,,,,,,,,,,,2.2,,,,
175,2019-03-02 07:00,4.6,,5.2,140,45,3.8,-6.3,961.6,1019.4,,,,,,,,,,,,2.4,,,,
175,2019-03-02 08:00,4.7,,4.8,110,46,3.9,-5.9,961.5,1019.2,0,,,,,,,,,,,3,,,,
175,2019-03-02 09:00,5.9,,5.7,140,53,4.9,-2.9,962.2,1019.6,0,,,,,,,,,,,4.6,,,,
175,2019-03-02 10:00,7.8,,4.9,160,53,5.6,-1.2,962.3,1019.2,.1,,,,,,,,,,,8.2,,,,
175,2019-03-02 11:00,8,,5.5,140,58,6.2,.2,962.1,1019,0,,,,,,,,,,,8.8,,,,
175,2019-03-02 12:00,10.1,,6.1,160,53,6.5,.9,961.3,1017.8,0,,,,,,,,,,,11.9,,,,
175,2019-03-02 13:00,9.2,,6.1,160,59,6.8,1.5,960.9,1017.6,0,,,,,,,,,,,10.8,,,,
175,2019-03-02 14:00,10,,6.6,160,58,7.1,2.1,959.8,1016.2,0,,,,,,,,,,,12,,,,
175,2019-03-02 15:00,9.6,,7.3,160,56,6.7,1.2,959.7,1016.2,0,,,,,,,,,,,11.9,,,,
175,2019-03-02 16:00,8.7,,7.1,160,61,6.8,1.5,959.5,1016,0,,,,,,,,,,,10.2,,,,
175,2019-03-02 17:00,7.9,,7.3,160,67,7.1,2.1,959.7,1016.5,0,,,,,,,,,,,8.6,,,,
175,2019-03-02 18:00,7.5,,8.1,160,69,7.1,2.1,959.5,1016.4,0,,,,,,,,,,,7.6,,,,
175,2019-03-02 19:00,7.1,,7.5,160,73,7.3,2.5,959.6,1016.6,0,,,,,,,,,,,6.6,,,,
175,2019-03-02 20:00,7,,7.2,160,72,7.2,2.2,959.9,1016.9,,,,,,,,,,,,6.2,,,,
175,2019-03-02 21:00,6.9,,6.1,160,73,7.2,2.3,959.9,1016.9,,,,,,,,,,,,5.9,,,,
175,2019-03-02 22:00,6.8,,6,140,73,7.2,2.2,959.9,1017,,,,,,,,,,,,5.7,,,,
175,2019-03-02 23:00,6.8,,4.8,140,71,7,1.8,959.7,1016.8,,,,,,,,,,,,5.5,,,,
175,2019-03-03 00:00,6.6,,5,140,72,7,1.9,959.2,1016.3,,,,,,,,,,,,5.4,,,,
175,2019-03-03 01:00,6.6,,3.9,110,72,7,1.9,959.6,1016.7,,,,,,,,,,,,5.2,,,,
175,2019-03-03 02:00,6.4,,2.7,140,73,7,1.9,959.2,1016.3,,,,,,,,,,,,5.1,,,,
175,2019-03-03 03:00,6.1,,2.1,110,76,7.1,2.1,958.6,1015.8,,,,,,,,,,,,5,,,,
175,2019-03-03 04:00,6,,1.7,110,76,7.1,2,958,1015.2,,,,,,,,,,,,4.9,,,,
175,2019-03-03 05:00,6.2,,3,140,75,7.1,2,957.5,1014.6,,,,,,,,,,,,4.8,,,,
175,2019-03-03 06:00,6.1,,3.3,140,75,7,1.9,957.1,1014.2,,,,,,,,,,,,4.8,,,,
175,2019-03-03 07:00,5.9,,3.4,110,74,6.9,1.6,956.7,1013.8,,,,,,,,,,,,4.4,,,,
175,2019-03-03 08:00,6.2,,3.3,110,73,6.9,1.7,957.3,1014.4,0,,,,,,,,,,,5,,,,
175,2019-03-03 09:00,7,,4.4,140,69,6.9,1.6,957.4,1014.3,0,,,,,,,,,,,6.5,,,,
175,2019-03-03 10:00,7.9,,4,140,62,6.6,1,957.1,1013.7,0,,,,,,,,,,,8,,,,
175,2019-03-03 11:00,9.5,,4.8,140,56,6.6,1.1,956.5,1012.9,0,,,,,,,,,,,11,,,,
175,2019-03-03 12:00,10.8,,3.6,140,53,6.8,1.5,955.9,1011.9,0,,,,,,,,,,,14.1,,,,
175,2019-03-03 13:00,11,,1.9,140,55,7.2,2.2,955.6,1011.5,0,,,,,,,,,,,14.4,,,,
175,2019-03-03 14:00,10.2,,1.4,140,60,7.4,2.7,954.3,1010.3,0,,,,,,,,,,,13.2,,,,
175,2019-03-03 15:00,10,,.7,140,61,7.5,2.8,954.1,1010.2,0,,,,,,,,,,,12.7,,,,
175,2019-03-03 16:00,10,,.6,20,58,7.1,2.1,954.1,1010.2,0,,,,,,,,,,,12.7,,,,
175,2019-03-03 17:00,8.2,,2.6,360,62,6.7,1.3,953.6,1009.9,0,,,,,,,,,,,11.1,,,,
175,2019-03-03 18:00,7.2,,5.3,360,52,5.3,-2,954.1,1010.7,0,,,,,,,,,,,8.2,,,,
175,2019-03-03 19:00,7.1,,1.7,360,55,5.6,-1.3,954.6,1011.3,0,,,,,,,,,,,7,,,,
175,2019-03-03 20:00,5.6,,1.5,70,92,8.3,4.3,955.1,1012.2,,,,,,,,,,,,6.2,,,,
175,2019-03-03 21:00,4.4,.6,2.4,140,87,7.3,2.4,955.2,1012.6,,,,,,,,,,,,5.6,,,,
175,2019-03-03 22:00,4.3,,3.1,140,85,7,1.9,954.9,1012.3,,,,,,,,,,,,5.3,,,,
175,2019-03-03 23:00,4.2,,3.4,140,87,7.2,2.2,954.6,1012.1,,,,,,,,,,,,5,,,,
175,2019-03-04 00:00,4.3,.6,2.7,140,87,7.2,2.3,954.2,1011.6,,,,,,,,,,,,4.9,,,,
175,2019-03-04 01:00,4.9,,2,50,77,6.6,1.1,954.1,1011.3,,,,,,,,,,,,4.7,,,,
175,2019-03-04 02:00,2.9,,5.2,340,94,7.1,2,954.1,1011.7,,,,,,,,,,,,4.5,,,,
175,2019-03-04 03:00,3.1,.3,7.2,340,80,6.1,0,953.8,1011.3,,,,,,,,,,,,3.7,,,,
175,2019-03-04 04:00,3.4,,6.9,340,74,5.8,-.8,953.8,1011.3,,,,,,,,,,,,3.3,,,,
175,2019-03-04 05:00,2.3,,7.1,340,93,6.7,1.2,953.9,1011.6,,,,,,,,,,,,3.3,,,,
175,2019-03-04 06:00,2.5,.1,6.9,340,97,7.1,2,954.7,1012.4,,,,,,,,,,,,3.3,,,,
175,2019-03-04 07:00,2.7,,5.8,340,97,7.2,2.2,955.1,1012.8,,,,,,,,,,,,3.3,,,,
175,2019-03-04 08:00,2.7,,6.7,340,97,7.2,2.2,955.9,1013.7,0,,,,,,,,,,,3.8,,,,
175,2019-03-04 09:00,3.4,,6.4,340,89,6.9,1.7,956.6,1014.2,0,,,,,,,,,,,5,,,,
175,2019-03-04 10:00,4.6,,6.5,340,89,7.5,2.9,957.2,1014.7,.9,,,,,,,,,,,9.5,,,,
175,2019-03-04 11:00,6,,6.4,320,80,7.5,2.8,957.7,1014.9,1,,,,,,,,,,,13,,,,
175,2019-03-04 12:00,7.6,,5.4,320,74,7.7,3.2,957.6,1014.3,1,,,,,,,,,,,17.2,,,,
175,2019-03-04 13:00,8.4,,5.7,340,69,7.6,3,957.7,1014.2,1,,,,,,,,,,,19.2,,,,
175,2019-03-04 14:00,8.7,,6.1,340,65,7.3,2.4,957.8,1014.2,1,,,,,,,,,,,20.4,,,,
175,2019-03-04 15:00,8,,6.7,360,60,6.4,.6,957.9,1014.5,1,,,,,,,,,,,18.7,,,,
175,2019-03-04 16:00,7.9,,6.6,340,53,5.6,-1.1,958.8,1015.5,1,,,,,,,,,,,16.3,,,,
175,2019-03-04 17:00,6.6,,7.3,360,55,5.4,-1.8,958.9,1016,1,,,,,,,,,,,12.4,,,,
175,2019-03-04 18:00,5.2,,6.2,360,62,5.5,-1.5,959.5,1017,.9,,,,,,,,,,,8,,,,
175,2019-03-04 19:00,4.1,,7,340,67,5.5,-1.4,960.4,1018.2,0,,,,,,,,,,,5.2,,,,
175,2019-03-04 20:00,3.8,,7.3,340,74,5.9,-.4,961.3,1019.1,,,,,,,,,,,,4.1,,,,
175,2019-03-04 21:00,3.5,,8.7,360,88,6.9,1.6,961.8,1019.7,,,,,,,,,,,,3.6,,,,
175,2019-03-04 22:00,3.2,,7.9,360,90,6.9,1.7,962.4,1020.4,,,,,,,,,,,,3.1,,,,
175,2019-03-04 23:00,3.5,,6.6,360,82,6.4,.7,962.7,1020.7,,,,,,,,,,,,2.6,,,,
175,2019-03-05 00:00,3.9,,4.5,360,78,6.3,.4,962.8,1020.8,,,,,,,,,,,,2.1,,,,
175,2019-03-05 01:00,4.5,,4.1,360,68,5.7,-.9,963.5,1021.4,,,,,,,,,,,,1.8,,,,
175,2019-03-05 02:00,3.8,,4.1,20,77,6.2,.1,963.6,1021.5,,,,,,,,,,,,1.6,,,,
175,2019-03-05 03:00,4.1,,2.6,70,72,5.9,-.5,963.3,1021.3,,,,,,,,,,,,1.3,,,,
175,2019-03-05 04:00,4.2,,3.5,20,68,5.6,-1.1,963.5,1021.5,,,,,,,,,,,,1.2,,,,
175,2019-03-05 05:00,3.8,,3.9,360,68,5.5,-1.5,963.4,1021.3,,,,,,,,,,,,.9,,,,
175,2019-03-05 06:00,3.6,,3.7,20,71,5.6,-1.1,963.4,1021.4,,,,,,,,,,,,.8,,,,
175,2019-03-05 07:00,4.2,,3.1,70,69,5.7,-.9,963.1,1021.1,,,,,,,,,,,,1,,,,
175,2019-03-05 08:00,5.1,,2.4,140,63,5.6,-1.3,963.4,1021.1,.1,,,,,,,,,,,2,,,,
175,2019-03-05 09:00,8.2,,2.6,140,52,5.7,-1,964.6,1021.6,1,,,,,,,,,,,6.3,,,,
175,2019-03-05 10:00,9.6,,1.3,110,44,5.3,-2,965.1,1022,1,,,,,,,,,,,11.1,,,,
175,2019-03-05 11:00,10.2,,3.1,140,42,5.2,-2.1,964.6,1021.3,.6,,,,,,,,,,,13.6,,,,
175,2019-03-05 12:00,11.1,,3.1,140,38,5,-2.7,964.1,1020.5,0,,,,,,,,,,,14.4,,,,
175,2019-03-05 13:00,11.3,,2.3,160,36,4.8,-3.2,964,1020.3,0,,,,,,,,,,,15.6,,,,
175,2019-03-05 14:00,10.7,,1.8,180,42,5.4,-1.7,963.7,1020.2,0,,,,,,,,,,,14.3,,,,
175,2019-03-05 15:00,10.5,,.9,180,44,5.6,-1.2,963.5,1020,0,,,,,,,,,,,13.2,,,,
175,2019-03-05 16:00,9.7,,.7,180,51,6.1,0,963.1,1019.8,0,,,,,,,,,,,11.8,,,,
175,2019-03-05 17:00,8.2,,1.9,270,54,5.9,-.5,963.1,1020,0,,,,,,,,,,,9.7,,,,
175,2019-03-05 18:00,8.5,,2.9,270,41,4.5,-4,963.2,1020,0,,,,,,,,,,,7.8,,,,
175,2019-03-05 19:00,8.1,,2.2,270,50,5.4,-1.7,963.1,1020,0,,,,,,,,,,,6.8,,,,
175,2019-03-05 20:00,8.2,,2.5,270,51,5.6,-1.3,963.7,1020.6,,,,,,,,,,,,6.2,,,,
175,2019-03-05 21:00,8,,2.5,230,56,6,-.2,963.4,1020.4,,,,,,,,,,,,6.1,,,,
175,2019-03-05 22:00,8.6,,3,250,56,6.2,.3,964.4,1021.3,,,,,,,,,,,,6.1,,,,
175,2019-03-05 23:00,7,,2,230,70,7,1.8,964,1021.3,,,,,,,,,,,,5.9,,,,
175,2019-03-06 00:00,5.8,.1,2.7,110,81,7.4,2.7,962.5,1020,,,,,,,,,,,,5.6,,,,
175,2019-03-06 01:00,5.2,,4.3,140,90,7.9,3.6,962.2,1019.8,,,,,,,,,,,,5.4,,,,
175,2019-03-06 02:00,5.6,,5.2,140,83,7.5,2.9,961.7,1019.2,,,,,,,,,,,,5.2,,,,
175,2019-03-06 03:00,5.1,1,3.7,140,100,8.7,5,961.6,1019.2,,,,,,,,,,,,5.2,,,,
175,2019-03-06 04:00,5.3,,2.8,90,100,8.8,5.2,960.8,1018.3,,,,,,,,,,,,5.2,,,,
175,2019-03-06 05:00,5.1,,3,20,100,8.7,5,960.1,1017.6,,,,,,,,,,,,5.2,,,,
175,2019-03-06 06:00,5.1,1.9,3.5,20,98,8.6,4.8,960.2,1017.7,,,,,,,,,,,,5.2,,,,
175,2019-03-06 07:00,4.7,,2.6,90,99,8.4,4.5,960.1,1017.8,0,,,,,,,,,,,5,,,,
