지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),현지기압(hPa),일조(hr),시정(10m),지면온도(°C),증기압(hPa)
174,2020-03-06 06:00,-5.5,0.0,0.2,0,92,-6.5,1003.1,0.0,685,-4.5,3.8
174,2020-03-06 07:00,-5.8,0.0,0.2,0,94,-6.6,1003.2,0.0,456,-4.7,3.7
174,2020-03-06 08:00,-3.5,0.0,0.2,0,90,-4.9,1003.4,0.6,530,-2.8,4.2
174,2020-03-06 09:00,-0.2,0.0,0.9,90,74,-4.2,1003.5,1.0,823,-0.2,4.5
174,2020-03-06 10:00,5.2,0.0,0.8,140,51,-4.1,1003.5,1.0,1105,3.3,4.5
174,2020-03-06 11:00,7.7,0.0,1.1,20,31,-8.4,1002.7,1.0,1551,11.6,3.2
174,2020-03-06 12:00,10.4,0.0,1.6,200,22,-10.4,1002.0,1.0,1613,24.1,2.8
174,2020-03-06 13:00,12.1,0.0,1.8,270,22,-9.0,1001.0,1.0,1715,29.4,3.1
174,2020-03-06 14:00,12.8,0.0,2.4,180,22,-8.4,999.8,1.0,1548,30.7,3.2
174,2020-03-06 15:00,13.7,0.0,1.7,200,18,-10.2,999.0,1.0,1850,33.1,2.8
174,2020-03-06 16:00,13.0,0.0,3.7,160,28,-5.1,998.6,1.0,1444,27.5,4.2
174,2020-03-06 17:00,11.5,0.0,4.1,160,30,-5.5,998.6,1.0,1682,22.1,4.1
174,2020-03-06 18:00,9.9,0.0,3.0,160,34,-5.2,998.9,1.0,1746,9.0,4.2
174,2020-03-06 19:00,7.5,0.0,0.3,0,44,-3.9,999.7,0.0,1659,3.4,4.6
174,2020-03-06 20:00,4.6,0.0,0.8,140,56,-3.4,1000.1,0.0,1440,1.3,4.8
174,2020-03-06 21:00,2.5,0.0,0.4,0,65,-3.4,1000.5,0.0,1126,0.2,4.8
174,2020-03-06 22:00,1.5,0.0,0.8,50,71,-3.1,1000.7,0.0,1056,-0.1,4.9
174,2020-03-06 23:00,0.3,0.0,0.3,0,76,-3.4,1000.5,0.0,773,-0.5,4.8
174,2020-03-07 00:00,0.1,0.0,0.2,0,79,-3.1,999.9,0.0,655,-0.5,4.9
174,2020-03-07 01:00,-0.2,0.0,0.1,0,82,-2.9,999.7,0.0,1029,0.1,4.9
174,2020-03-07 02:00,-0.5,0.0,0.2,0,83,-3.0,999.5,0.0,1025,-0.6,4.9
174,2020-03-07 03:00,-0.6,0.0,0.1,0,84,-2.9,999.1,0.0,605,-0.4,4.9
174,2020-03-07 04:00,-0.2,0.0,0.0,0,86,-2.2,998.7,0.0,1032,0.4,5.2
174,2020-03-07 05:00,0.4,0.0,0.0,0,86,-1.6,998.3,0.0,1039,1.8,5.4
174,2020-03-07 06:00,1.0,0.0,0.7,320,84,-1.4,998.2,0.0,1051,2.1,5.5
174,2020-03-07 07:00,1.8,0.0,0.3,0,84,-0.6,998.5,0.0,1080,2.8,5.8
174,2020-03-07 08:00,1.9,0.0,1.6,160,94,1.0,999.0,0.0,368,2.8,6.6
174,2020-03-07 09:00,2.6,3.6,0.4,0,99,2.4,999.2,0.0,256,4.3,7.3
174,2020-03-07 10:00,4.2,0.0,0.7,290,100,4.1,998.7,0.0,298,6.3,8.2
174,2020-03-07 11:00,5.6,0.0,0.9,250,98,5.3,998.4,0.0,504,7.8,8.9
174,2020-03-07 12:00,6.2,1.8,0.4,0,93,5.1,997.9,0.0,783,10.4,8.8
174,2020-03-07 13:00,7.1,0.0,0.2,0,92,5.8,996.8,0.0,948,12.0,9.2
174,2020-03-07 14:00,7.4,0.0,1.1,250,93,6.3,995.8,0.0,624,10.6,9.5
174,2020-03-07 15:00,7.9,1.2,0.7,250,94,6.9,995.1,0.0,681,10.5,9.9
174,2020-03-07 16:00,7.6,0.0,1.7,270,98,7.2,995.1,0.0,334,9.3,10.2
174,2020-03-07 17:00,6.7,0.0,3.4,270,96,6.1,995.7,0.0,598,7.4,9.4
174,2020-03-07 18:00,6.6,2.7,2.3,270,96,6.0,996.0,0.0,606,7.2,9.3
174,2020-03-07 19:00,6.3,0.0,2.3,290,96,5.7,996.1,0.0,887,6.1,9.2
174,2020-03-07 20:00,4.8,0.0,1.4,250,99,4.6,996.3,0.0,332,3.9,8.5
174,2020-03-07 21:00,3.7,0.2,0.2,0,100,3.6,996.8,0.0,267,2.7,7.9
174,2020-03-07 22:00,2.8,0.0,0.1,0,100,2.7,996.8,0.0,19,3.2,7.4
174,2020-03-07 23:00,2.6,0.0,0.5,70,100,2.5,997.4,0.0,16,3.1,7.3
174,2020-03-08 00:00,2.7,0.2,1.1,70,100,2.6,997.5,0.0,109,3.0,7.4
174,2020-03-08 01:00,2.6,0.0,1.0,50,100,2.5,997.0,0.0,213,3.1,7.3
174,2020-03-08 02:00,3.1,0.0,1.3,290,100,3.0,997.2,0.0,520,2.3,7.6
174,2020-03-08 03:00,2.0,0.0,0.7,180,100,1.9,997.2,0.0,232,0.9,7.0
174,2020-03-08 04:00,2.9,0.0,0.6,20,100,2.8,997.5,0.0,528,2.6,7.5
174,2020-03-08 05:00,2.7,0.0,0.8,320,100,2.6,997.6,0.0,368,2.5,7.4
174,2020-03-08 06:00,2.8,0.0,1.1,320,99,2.6,998.5,0.0,512,2.4,7.4
174,2020-03-08 07:00,2.9,0.0,1.3,340,97,2.4,999.2,0.0,632,2.9,7.3
174,2020-03-08 08:00,3.1,0.0,1.1,290,96,2.5,999.7,0.0,640,3.6,7.3
174,2020-03-08 09:00,4.0,0.0,2.3,270,94,3.1,1000.3,0.6,592,6.6,7.6
174,2020-03-08 10:00,6.3,0.0,1.3,230,84,3.7,1000.3,0.7,826,9.7,8.0
174,2020-03-08 11:00,9.9,0.0,1.2,140,68,4.2,999.8,1.0,1256,17.3,8.2
174,2020-03-08 12:00,13.4,0.0,1.8,160,52,3.7,998.8,1.0,1688,27.3,8.0
174,2020-03-08 13:00,14.3,0.0,2.8,160,47,3.1,997.9,1.0,1812,31.6,7.6
174,2020-03-08 14:00,14.2,0.0,3.7,180,46,2.7,997.3,1.0,1865,31.2,7.4
174,2020-03-08 15:00,15.2,0.0,2.5,160,43,2.6,997.1,1.0,1735,32.5,7.4
174,2020-03-08 16:00,15.4,0.0,2.2,180,42,2.5,996.8,1.0,1904,30.4,7.3
174,2020-03-08 17:00,14.8,0.0,3.0,180,43,2.3,996.7,1.0,1835,23.7,7.2
174,2020-03-08 18:00,13.0,0.0,3.1,180,47,1.9,996.8,1.0,1890,13.1,7.0
174,2020-03-08 19:00,11.1,0.0,2.3,160,56,2.6,997.7,0.0,1826,8.4,7.4
174,2020-03-08 20:00,8.1,0.0,0.6,90,72,3.3,998.4,0.0,1250,6.1,7.7
174,2020-03-08 21:00,5.9,0.0,0.6,140,84,3.3,998.8,0.0,993,4.7,7.7
174,2020-03-08 22:00,4.1,0.0,0.2,0,92,2.9,998.5,0.0,633,3.6,7.5
174,2020-03-08 23:00,3.2,0.0,1.0,270,96,2.6,998.6,0.0,407,2.5,7.4
174,2020-03-09 00:00,2.5,0.0,0.1,0,97,2.0,998.7,0.0,413,2.0,7.1
174,2020-03-09 01:00,1.8,0.0,0.9,50,99,1.6,998.5,0.0,279,1.4,6.9
174,2020-03-09 02:00,1.2,0.0,0.2,0,99,1.0,998.1,0.0,287,1.0,6.6
174,2020-03-09 03:00,0.7,0.0,0.1,0,99,0.5,997.8,0.0,282,0.7,6.3
174,2020-03-09 04:00,0.5,0.0,0.4,0,100,0.4,996.8,0.0,275,0.2,6.3
174,2020-03-09 05:00,0.3,0.0,0.2,0,100,0.2,996.2,0.0,239,1.1,6.2
174,2020-03-09 06:00,0.3,0.0,0.1,0,100,0.2,996.1,0.0,13,1.8,6.2
174,2020-03-09 07:00,0.2,0.0,0.0,0,100,0.1,995.9,0.0,13,2.3,6.2
174,2020-03-09 08:00,0.8,0.0,0.2,0,100,0.7,996.2,0.0,13,3.8,6.4
174,2020-03-09 09:00,3.0,0.0,0.5,140,100,2.9,996.5,0.0,190,8.2,7.5
174,2020-03-09 10:00,6.1,0.0,0.7,110,100,6.0,996.5,0.0,650,10.9,9.3
174,2020-03-09 11:00,10.5,0.0,0.6,110,78,6.8,995.7,0.0,1055,15.5,9.9
174,2020-03-09 12:00,12.1,0.0,4.4,90,68,6.3,994.3,0.0,1784,17.3,9.5
174,2020-03-09 13:00,12.5,0.0,3.6,90,67,6.5,993.6,0.0,1832,16.9,9.7
174,2020-03-09 14:00,12.9,0.0,3.5,110,66,6.6,992.3,0.0,1925,16.3,9.7
174,2020-03-09 15:00,12.5,0.0,3.2,110,67,6.5,991.2,0.0,1847,13.7,9.7
174,2020-03-09 16:00,12.4,0.0,1.4,140,70,7.0,990.9,0.0,1746,12.7,10.0
174,2020-03-09 17:00,11.4,0.0,0.9,180,78,7.6,990.8,0.0,1209,10.8,10.4
174,2020-03-09 18:00,9.6,0.7,0.5,50,98,9.2,990.7,0.0,303,10.1,11.6
174,2020-03-09 19:00,9.3,0.0,1.8,270,100,9.2,990.2,0.0,270,9.4,11.6
174,2020-03-09 20:00,8.9,0.0,0.6,230,100,8.8,989.8,0.0,142,9.0,11.3
174,2020-03-09 21:00,8.8,2.0,0.2,0,100,8.7,989.5,0.0,97,8.8,11.2
174,2020-03-09 22:00,8.7,0.0,1.4,270,100,8.6,988.7,0.0,35,9.0,11.2
174,2020-03-09 23:00,8.7,0.0,0.0,0,100,8.6,987.6,0.0,44,8.9,11.2
174,2020-03-10 00:00,8.6,2.5,0.4,0,100,8.5,986.8,0.0,68,8.8,11.1
174,2020-03-10 01:00,8.7,0.0,0.7,320,100,8.6,985.7,0.0,225,8.6,11.2
174,2020-03-10 02:00,8.9,0.0,2.4,290,98,8.5,985.3,0.0,531,8.7,11.1
174,2020-03-10 03:00,8.9,0.5,1.5,320,97,8.4,985.2,0.0,446,8.7,11.0
174,2020-03-10 04:00,8.7,0.0,2.4,290,97,8.2,984.5,0.0,281,8.6,10.9
174,2020-03-10 05:00,8.6,0.0,3.2,290,96,7.9,984.1,0.0,449,8.5,10.6
174,2020-03-10 06:00,8.5,1.3,3.0,290,95,7.7,984.2,0.0,472,8.4,10.5
174,2020-03-10 07:00,8.4,0.0,3.0,320,94,7.4,984.3,0.0,343,8.3,10.3
174,2020-03-10 08:00,8.2,0.0,2.5,290,95,7.4,984.7,0.0,571,8.4,10.3
174,2020-03-10 09:00,8.0,0.8,3.4,270,96,7.3,985.1,0.0,439,8.7,10.2
174,2020-03-10 10:00,7.4,0.0,4.3,270,93,6.3,985.6,0.0,899,8.0,9.5
174,2020-03-10 11:00,6.9,0.0,3.7,320,91,5.5,986.1,0.0,861,8.1,9.0
174,2020-03-10 12:00,6.4,1.5,4.8,290,89,4.7,985.8,0.0,1009,7.3,8.5
174,2020-03-10 13:00,7.4,0.0,5.3,290,86,5.2,984.8,0.0,1913,10.1,8.8
174,2020-03-10 14:00,7.1,0.0,3.3,320,83,4.4,985.5,0.0,1469,7.8,8.4
174,2020-03-10 15:00,6.2,0.1,2.2,320,89,4.5,986.4,0.0,672,7.3,8.4
174,2020-03-10 16:00,6.3,0.0,3.3,320,85,3.9,986.7,0.0,981,6.6,8.1
174,2020-03-10 17:00,6.6,0.0,3.1,290,81,3.5,987.3,0.0,796,7.1,7.8
174,2020-03-10 18:00,6.3,0.0,4.2,290,79,2.9,988.0,0.0,663,6.0,7.5
174,2020-03-10 19:00,5.8,0.0,4.2,290,81,2.7,989.0,0.0,600,5.5,7.4
174,2020-03-10 20:00,4.9,0.0,5.1,290,72,0.2,989.5,0.0,1029,3.4,6.2
174,2020-03-10 21:00,3.9,0.0,2.3,290,70,-1.0,990.4,0.0,1250,2.0,5.7
174,2020-03-10 22:00,3.4,0.0,3.7,290,72,-1.1,991.5,0.0,1124,1.8,5.6
174,2020-03-10 23:00,3.3,0.0,2.1,360,69,-1.8,992.1,0.0,1088,1.2,5.4
174,2020-03-11 00:00,3.1,0.0,1.6,320,67,-2.4,992.8,0.0,1201,0.8,5.1
174,2020-03-11 01:00,3.0,0.0,1.9,320,65,-2.9,993.7,0.0,1346,0.4,4.9
174,2020-03-11 02:00,2.7,0.0,2.5,320,60,-4.3,994.0,0.0,1509,0.1,4.4
174,2020-03-11 03:00,2.8,0.0,3.6,320,60,-4.2,994.0,0.0,1482,0.3,4.5
174,2020-03-11 04:00,2.5,0.0,3.8,320,63,-3.8,993.3,0.0,1395,0.1,4.6
174,2020-03-11 05:00,2.4,0.0,2.8,320,64,-3.7,993.8,0.0,1358,0.0,4.6
174,2020-03-11 06:00,2.5,0.0,3.6,320,67,-3.0,994.7,0.0,1241,0.2,4.9
174,2020-03-11 07:00,2.0,0.0,4.8,290,66,-3.6,995.6,0.0,1175,0.1,4.7
174,2020-03-11 08:00,2.5,0.0,2.8,290,63,-3.8,996.4,0.7,1563,1.1,4.6
174,2020-03-11 09:00,3.5,0.0,4.0,320,55,-4.7,997.1,1.0,1801,3.1,4.3
174,2020-03-11 10:00,5.1,0.0,5.4,320,45,-5.8,997.3,1.0,1745,5.7,4.0
174,2020-03-11 11:00,6.1,0.0,7.3,320,33,-9.0,997.3,1.0,1903,8.7,3.1
174,2020-03-11 12:00,7.4,0.0,5.9,290,31,-8.6,997.3,1.0,1903,15.2,3.2
174,2020-03-11 13:00,8.3,0.0,6.5,320,32,-7.4,997.1,1.0,1879,17.5,3.5
174,2020-03-11 14:00,7.8,0.0,5.8,320,29,-9.1,997.2,1.0,1804,16.9,3.1
174,2020-03-11 15:00,8.3,0.0,5.9,320,31,-7.8,997.3,1.0,1898,17.8,3.4
174,2020-03-11 16:00,7.8,0.0,6.9,320,27,-10.0,997.9,1.0,1910,14.8,2.9
174,2020-03-11 17:00,7.7,0.0,4.3,320,31,-8.4,998.6,1.0,1931,13.8,3.2
174,2020-03-11 18:00,6.6,0.0,3.7,320,34,-8.1,998.9,1.0,1920,5.9,3.3
174,2020-03-11 19:00,4.8,0.0,3.4,290,38,-8.3,999.6,0.1,1891,2.4,3.3
174,2020-03-11 20:00,4.1,0.0,4.2,290,41,-8.0,1000.3,0.0,1979,1.6,3.3
174,2020-03-11 21:00,2.3,0.0,1.3,270,51,-6.8,1001.4,0.0,1908,-0.4,3.7
174,2020-03-11 22:00,0.1,0.0,0.7,250,64,-5.9,1002.0,0.0,1571,-1.8,3.9
174,2020-03-11 23:00,2.8,0.0,5.6,290,46,-7.6,1002.2,0.0,1982,0.7,3.5
174,2020-03-12 00:00,0.0,0.0,0.1,0,62,-6.4,1002.6,0.0,1888,-1.7,3.8
174,2020-03-12 01:00,-1.3,0.0,0.1,0,69,-6.2,1003.1,0.0,1866,-2.0,3.8
174,2020-03-12 02:00,-1.8,0.0,1.4,320,76,-5.4,1003.0,0.0,1208,-2.4,4.1
174,2020-03-12 03:00,-1.9,0.0,1.0,270,75,-5.7,1002.4,0.0,1722,-2.4,4.0
174,2020-03-12 04:00,-2.6,0.0,0.3,0,80,-5.5,1002.4,0.0,1511,-2.8,4.1
174,2020-03-12 05:00,-2.9,0.0,0.0,0,80,-5.8,1002.1,0.0,1600,-3.1,4.0
174,2020-03-12 06:00,-3.5,0.0,0.8,270,84,-5.8,1003.0,0.0,1401,-3.4,4.0
174,2020-03-12 07:00,-4.0,0.0,0.2,0,89,-5.5,1002.8,0.0,1162,-3.4,4.1
174,2020-03-12 08:00,-2.1,0.0,0.5,140,82,-4.7,1002.9,0.7,1268,-1.4,4.3
174,2020-03-12 09:00,2.4,0.0,0.6,90,62,-4.1,1003.4,1.0,1398,1.0,4.5
174,2020-03-12 10:00,7.2,0.0,1.3,90,34,-7.6,1003.5,1.0,1865,4.9,3.5
174,2020-03-12 11:00,10.9,0.0,2.0,110,28,-6.9,1003.5,1.0,1852,12.5,3.6
174,2020-03-12 12:00,12.4,0.0,2.9,180,21,-9.3,1002.8,1.0,1823,25.4,3.0
174,2020-03-12 13:00,13.3,0.0,3.0,160,20,-9.2,1001.9,1.0,1809,30.3,3.0
174,2020-03-12 14:00,13.9,0.0,3.4,160,17,-10.8,1000.5,1.0,1945,30.6,2.7
174,2020-03-12 15:00,15.0,0.0,3.3,180,21,-7.1,1000.2,1.0,1937,28.8,3.6
174,2020-03-12 16:00,13.8,0.0,4.6,160,21,-8.1,1000.0,1.0,1950,26.4,3.3
174,2020-03-12 17:00,12.6,0.0,5.3,160,22,-8.6,1000.2,1.0,1949,19.7,3.2
174,2020-03-12 18:00,11.3,0.0,3.1,160,21,-10.2,1000.5,1.0,1959,10.0,2.8
174,2020-03-12 19:00,9.3,0.0,1.1,50,36,-5.0,1000.5,0.1,1840,5.3,4.2
174,2020-03-12 20:00,5.5,0.0,0.4,0,52,-3.5,1001.2,0.0,1689,3.2,4.7
174,2020-03-12 21:00,3.9,0.0,0.2,0,61,-2.9,1001.6,0.0,1402,1.8,4.9
174,2020-03-12 22:00,2.3,0.0,0.2,0,68,-3.0,1002.3,0.0,1658,1.1,4.9
174,2020-03-12 23:00,1.4,0.0,0.3,0,74,-2.7,1002.5,0.0,1477,0.4,5.0
174,2020-03-13 00:00,0.7,0.0,0.2,0,75,-3.2,1002.4,0.0,1579,-0.1,4.8
174,2020-03-13 01:00,0.3,0.0,0.1,0,81,-2.5,1002.6,0.0,1210,-0.3,5.1
174,2020-03-13 02:00,-0.2,0.0,0.4,0,84,-2.5,1002.6,0.0,1567,-0.4,5.1
174,2020-03-13 03:00,-0.4,0.0,0.2,0,86,-2.4,1002.3,0.0,1382,0.0,5.1
174,2020-03-13 04:00,0.0,0.0,0.4,0,87,-1.9,1001.3,0.0,1353,0.8,5.3
174,2020-03-13 05:00,0.8,0.0,0.6,290,86,-1.2,1001.0,0.0,1375,1.2,5.6
174,2020-03-13 06:00,1.1,0.0,0.6,290,86,-0.9,1001.1,0.0,1637,1.5,5.7
174,2020-03-13 07:00,2.1,0.0,1.5,270,84,-0.3,1001.0,0.0,1400,0.4,6.0
174,2020-03-13 08:00,3.8,0.0,1.0,70,79,0.4,1001.4,0.0,1306,4.5,6.3
174,2020-03-13 09:00,8.8,0.0,4.1,270,57,0.7,1002.2,0.5,1394,8.9,6.4
174,2020-03-13 10:00,10.5,0.0,5.3,250,57,2.3,1001.9,1.0,1109,12.6,7.2
174,2020-03-13 11:00,12.0,0.0,4.6,270,54,2.9,1001.7,1.0,903,18.2,7.5
174,2020-03-13 12:00,11.4,0.0,6.0,290,57,3.1,1000.6,0.7,821,17.8,7.6
174,2020-03-13 13:00,12.4,0.0,4.4,320,48,1.6,999.6,0.9,866,23.1,6.9
174,2020-03-13 14:00,13.8,0.0,4.8,290,43,1.4,998.6,1.0,1239,24.2,6.8
174,2020-03-13 15:00,13.4,0.0,4.8,320,40,0.0,997.9,1.0,1317,22.6,6.1
174,2020-03-13 16:00,13.0,0.0,4.1,290,35,-2.1,997.4,1.0,1489,21.6,5.2
174,2020-03-13 17:00,11.9,0.0,5.7,290,39,-1.6,997.5,0.9,1345,13.1,5.4
174,2020-03-13 18:00,10.5,0.0,6.5,290,42,-1.8,997.6,0.1,1464,9.4,5.4
174,2020-03-13 19:00,8.4,0.0,5.5,290,43,-3.4,997.5,0.0,1725,6.7,4.8
174,2020-03-13 20:00,7.2,0.0,5.1,290,35,-7.2,998.2,0.0,1984,5.6,3.6
174,2020-03-13 21:00,6.0,0.0,4.1,290,34,-8.7,998.7,0.0,1919,4.5,3.2
174,2020-03-13 22:00,4.8,0.0,5.2,270,36,-9.0,998.8,0.0,1997,3.4,3.1
174,2020-03-13 23:00,4.2,0.0,4.6,270,38,-8.8,998.8,0.0,2000,3.0,3.1
174,2020-03-14 00:00,3.0,0.0,4.5,270,49,-6.6,998.8,0.0,1969,1.7,3.7
174,2020-03-14 01:00,2.2,0.0,6.4,290,55,-5.9,998.6,0.0,1976,1.4,3.9
174,2020-03-14 02:00,1.8,0.0,4.5,290,55,-6.2,998.8,0.0,1998,0.8,3.8
174,2020-03-14 03:00,1.2,0.0,4.4,290,50,-8.0,998.4,0.0,1971,-0.1,3.3
174,2020-03-14 04:00,0.8,0.0,4.3,320,58,-6.5,997.7,0.0,1988,-0.6,3.8
174,2020-03-14 05:00,0.4,0.0,3.5,290,61,-6.2,997.3,0.0,1980,-1.0,3.8
174,2020-03-14 06:00,-0.2,0.0,3.5,290,62,-6.6,997.6,0.0,1964,-1.4,3.7
174,2020-03-14 07:00,-0.6,0.0,3.8,270,62,-6.9,997.5,0.0,1931,-1.8,3.6
174,2020-03-14 08:00,0.4,0.0,4.0,270,54,-7.8,998.2,0.7,1746,-0.1,3.4
174,2020-03-14 09:00,1.9,0.0,4.5,290,43,-9.3,998.1,1.0,1798,2.1,3.0
174,2020-03-14 10:00,3.4,0.0,5.2,290,36,-10.2,998.5,1.0,1914,5.0,2.8
174,2020-03-14 11:00,4.4,0.0,6.3,290,38,-8.7,997.8,1.0,1789,8.9,3.2
174,2020-03-14 12:00,6.5,0.0,4.9,290,30,-9.8,996.5,1.0,1796,18.5,2.9
174,2020-03-14 13:00,8.2,0.0,4.3,270,27,-9.7,995.4,1.0,1792,23.1,2.9
174,2020-03-14 14:00,8.4,0.0,6.1,270,22,-12.1,994.7,1.0,1959,20.4,2.4
174,2020-03-14 15:00,9.0,0.0,6.3,290,21,-12.2,994.2,1.0,1872,20.4,2.4
174,2020-03-14 16:00,9.4,0.0,5.3,290,21,-11.8,993.7,1.0,1921,19.7,2.5
174,2020-03-14 17:00,9.1,0.0,5.9,290,20,-12.7,993.8,1.0,1918,15.0,2.3
174,2020-03-14 18:00,7.7,0.0,5.0,290,27,-10.1,993.8,1.0,1945,7.4,2.8
174,2020-03-14 19:00,6.0,0.0,2.6,320,34,-8.7,994.3,0.2,1475,2.8,3.2
174,2020-03-14 20:00,4.3,0.0,0.8,290,45,-6.6,994.6,0.0,923,0.3,3.7
174,2020-03-14 21:00,2.4,0.0,0.3,0,55,-5.7,994.7,0.0,1260,-0.6,4.0
174,2020-03-14 22:00,1.6,0.0,1.4,90,62,-4.9,994.8,0.0,1168,-1.0,4.2
174,2020-03-14 23:00,2.3,0.0,1.3,140,68,-3.0,994.3,0.0,1143,0.0,4.9
174,2020-03-15 00:00,3.2,0.0,1.3,90,71,-1.5,993.8,0.0,854,0.1,5.5
174,2020-03-15 01:00,3.2,0.0,0.9,140,73,-1.1,993.3,0.0,764,-0.3,5.6
174,2020-03-15 02:00,2.4,0.0,1.0,110,79,-0.8,993.0,0.0,693,-1.0,5.8
174,2020-03-15 03:00,1.9,0.0,0.6,110,78,-1.5,992.7,0.0,699,-1.1,5.5
174,2020-03-15 04:00,2.2,0.0,1.5,320,69,-2.9,992.2,0.0,905,-1.2,4.9
174,2020-03-15 05:00,4.6,0.0,3.7,290,55,-3.6,992.4,0.0,1262,0.4,4.7
174,2020-03-15 06:00,4.4,0.0,3.8,290,55,-3.8,992.6,0.0,1396,0.8,4.6
174,2020-03-15 07:00,3.0,0.0,1.6,250,62,-3.5,992.5,0.0,1338,-0.7,4.7
174,2020-03-15 08:00,4.4,0.0,0.1,0,63,-2.0,993.0,0.8,1250,0.8,5.3
174,2020-03-15 09:00,7.2,0.0,2.6,290,51,-2.2,992.8,1.0,1231,6.2,5.2
174,2020-03-15 10:00,8.9,0.0,3.4,270,39,-4.3,992.4,1.0,1330,10.7,4.4
174,2020-03-15 11:00,10.6,0.0,4.4,250,37,-3.5,991.7,1.0,1095,15.5,4.7
174,2020-03-15 12:00,10.3,0.0,8.2,270,34,-4.9,990.3,0.7,1237,11.6,4.2
174,2020-03-15 13:00,11.4,0.0,6.6,270,29,-6.0,989.8,0.3,1910,21.0,3.9
174,2020-03-15 14:00,10.6,0.0,4.4,290,35,-4.2,989.3,0.5,1759,15.0,4.5
174,2020-03-15 15:00,10.4,0.0,4.6,290,30,-6.4,989.3,0.2,1959,12.8,3.8
174,2020-03-15 16:00,9.9,0.0,4.5,290,30,-6.9,989.8,0.3,1958,16.5,3.6
174,2020-03-15 17:00,9.2,0.0,5.8,290,30,-7.5,990.2,1.0,1945,16.1,3.5
174,2020-03-15 18:00,6.9,0.0,6.5,290,43,-4.8,990.8,0.9,1955,7.7,4.3
174,2020-03-15 19:00,5.3,0.0,6.5,290,46,-5.4,991.6,0.2,1996,3.8,4.1
174,2020-03-15 20:00,4.6,0.0,5.7,290,47,-5.7,992.3,0.0,1961,3.7,4.0
174,2020-03-15 21:00,3.9,0.0,7.5,290,55,-4.3,992.4,0.0,1902,3.2,4.4
174,2020-03-15 22:00,2.4,0.0,7.1,290,54,-5.9,993.7,0.0,1633,2.1,3.9
174,2020-03-15 23:00,1.5,0.0,6.2,290,45,-9.1,994.6,0.0,1920,0.1,3.1
174,2020-03-16 00:00,1.0,0.0,5.4,320,49,-8.5,996.2,0.0,1937,-0.2,3.2
174,2020-03-16 01:00,0.4,0.0,3.4,320,48,-9.3,997.3,0.0,1947,-1.6,3.0
174,2020-03-16 02:00,0.1,0.0,0.8,180,50,-9.1,998.5,0.0,1916,-2.5,3.1
174,2020-03-16 03:00,0.3,0.0,3.0,320,54,-7.9,999.5,0.0,1867,-1.7,3.4
174,2020-03-16 04:00,-0.1,0.0,2.4,290,58,-7.3,1000.2,0.0,1836,-2.2,3.5
174,2020-03-16 05:00,-0.1,0.0,4.0,290,59,-7.1,1000.6,0.0,1853,-2.0,3.6
174,2020-03-16 06:00,-0.9,0.0,3.2,290,64,-6.8,1001.8,0.0,1816,-2.8,3.7
174,2020-03-16 07:00,-0.9,0.0,3.0,270,64,-6.8,1002.0,0.0,1760,-2.5,3.7
174,2020-03-16 08:00,0.4,0.0,3.7,270,60,-6.4,1002.4,0.8,1704,-0.1,3.8
174,2020-03-16 09:00,1.9,0.0,3.9,270,55,-6.2,1003.3,1.0,1698,2.5,3.8
174,2020-03-16 10:00,4.2,0.0,3.4,250,47,-6.1,1003.8,1.0,1728,7.0,3.9
174,2020-03-16 11:00,6.5,0.0,2.0,230,35,-7.8,1003.0,1.0,1909,15.8,3.4
174,2020-03-16 12:00,8.4,0.0,2.2,160,24,-11.0,1002.6,1.0,1920,28.2,2.6
174,2020-03-16 13:00,9.8,0.0,2.4,270,24,-9.8,1001.7,1.0,1791,27.5,2.9
174,2020-03-16 14:00,11.5,0.0,2.5,180,21,-10.1,1000.9,1.0,1991,33.1,2.8
174,2020-03-16 15:00,11.3,0.0,3.4,290,20,-10.9,1000.2,1.0,1969,28.1,2.7
174,2020-03-16 16:00,10.9,0.0,3.2,270,22,-10.0,1000.1,1.0,1957,20.6,2.9
174,2020-03-16 17:00,10.7,0.0,3.4,270,23,-9.6,1000.1,1.0,1866,17.4,3.0
174,2020-03-16 18:00,9.1,0.0,1.8,270,22,-11.5,1000.8,0.7,1569,8.0,2.5
174,2020-03-16 19:00,6.4,0.0,1.9,50,45,-4.6,1001.1,0.0,1917,3.8,4.3
174,2020-03-16 20:00,5.6,0.0,0.8,200,49,-4.2,1001.6,0.0,1896,2.4,4.5
174,2020-03-16 21:00,4.4,0.0,1.0,110,55,-3.8,1002.1,0.0,1688,1.4,4.6
174,2020-03-16 22:00,3.4,0.0,0.3,0,60,-3.6,1002.1,0.0,1744,0.2,4.7
174,2020-03-16 23:00,1.4,0.0,0.6,110,70,-3.4,1001.6,0.0,1574,-0.6,4.8
174,2020-03-17 00:00,0.7,0.0,0.1,0,76,-3.0,1001.3,0.0,1773,-1.1,4.9
174,2020-03-17 01:00,-0.5,0.0,0.2,0,81,-3.3,1000.6,0.0,1176,-1.7,4.8
174,2020-03-17 02:00,-1.0,0.0,0.0,0,82,-3.6,1000.4,0.0,1360,-1.5,4.7
174,2020-03-17 03:00,-1.2,0.0,0.0,0,82,-3.8,1000.2,0.0,1368,-1.9,4.6
